Area_Type,Area_Name,Year,Quarter,Ownership,NAICS_Level,NAICS_Code,Industry_Name,Establishments,Average_Monthly_Employment,1st_Month_Emp,2nd_Month_Emp,3rd_Month_Emp,Total_Wages,Average_Weekly_Wages
California - Statewide,California,2014,Annual,Private,5,11291,Apiculture,131,"1,055",0,0,0,"36,265,639.00",661
California - Statewide,California,2014,Annual,Private,5,11292,Horse and Other Equine Production,127,423,0,0,0,"14,349,134.00",652
California - Statewide,California,2014,Annual,Private,6,112920,Horse and Other Equine Production,127,423,0,0,0,"14,349,134.00",652
California - Statewide,California,2014,Annual,Private,6,112990,All Other Animal Production,100,815,0,0,0,"28,299,534.00",668
California - Statewide,California,2014,Annual,Private,5,11321,Forest Nursery/Gathering Forest Products,47,521,0,0,0,"17,167,196.00",633
California - Statewide,California,2014,Annual,Private,5,11331,Logging,234,"1,981",0,0,0,"91,972,311.00",893
California - Statewide,California,2014,Annual,Private,4,1141,Fishing,193,482,0,0,0,"38,832,772.00","1,551.00"
California - Statewide,California,2014,Annual,Private,6,114112,Shellfish Fishing,60,170,0,0,0,"12,058,668.00","1,364.00"
California - Statewide,California,2014,Annual,Private,4,1142,Hunting and Trapping,15,45,0,0,0,"1,898,773.00",814
California - Statewide,California,2014,Annual,Private,5,11421,Hunting and Trapping,15,45,0,0,0,"1,898,773.00",814
California - Statewide,California,2014,Annual,Private,3,115,Agriculture & Forestry Support Activity,"3,834","209,131",0,0,0,"5,359,877,668.00",493
California - Statewide,California,2014,Annual,Private,6,115114,Postharvest Crop Activities,554,"36,135",0,0,0,"1,272,822,840.00",677
California - Statewide,California,2014,Annual,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,124","140,465",0,0,0,"2,936,842,121.00",402
California - Statewide,California,2014,Annual,Private,5,11521,Support Activities for Animal Production,662,"2,711",0,0,0,"87,143,613.00",618
California - Statewide,California,2014,Annual,Private,6,115210,Support Activities for Animal Production,662,"2,711",0,0,0,"87,143,613.00",618
California - Statewide,California,2014,Annual,Private,4,1153,Support Activities for Forestry,139,"1,821",0,0,0,"86,728,242.00",916
California - Statewide,California,2014,Annual,Private,6,115310,Support Activities for Forestry,139,"1,821",0,0,0,"86,728,242.00",916
California - Statewide,California,2014,Annual,Private,5,11121,Vegetable and Melon Farming,923,"33,377",0,0,0,"1,191,298,564.00",686
California - Statewide,California,2014,Annual,Private,6,111211,Potato Farming,59,"1,334",0,0,0,"41,245,155.00",595
California - Statewide,California,2014,Annual,Private,6,111320,Citrus (except Orange) Groves,234,"2,914",0,0,0,"92,042,810.00",607
California - Statewide,California,2014,Annual,Private,6,111333,Strawberry Farming,321,"25,939",0,0,0,"698,466,045.00",518
California - Statewide,California,2014,Annual,Private,4,1114,Greenhouse and Nursery Production,993,"27,571",0,0,0,"887,049,541.00",619
California - Statewide,California,2014,Annual,Private,5,11142,Nursery and Floriculture Production,857,"23,421",0,0,0,"737,862,378.00",606
California - Statewide,California,2014,Annual,Private,6,111940,Hay Farming,371,"3,084",0,0,0,"113,577,490.00",708
California - Statewide,California,2014,Annual,Private,5,11199,All Other Crop Farming,603,"6,285",0,0,0,"213,272,676.00",653
California - Statewide,California,2014,Annual,Private,4,1121,Cattle Ranching and Farming,"1,901","22,528",0,0,0,"762,510,370.00",651
California - Statewide,California,2014,Annual,Private,6,112120,Dairy Cattle and Milk Production,"1,202","17,621",0,0,0,"590,250,825.00",644
California - Statewide,California,2014,Annual,Private,5,11221,Hog and Pig Farming,12,112,0,0,0,"3,631,055.00",626
California - Statewide,California,2014,Annual,Private,6,112320,Broiler and Meat Type Chicken Production,22,72,0,0,0,"1,949,268.00",521
California - Statewide,California,2014,Annual,Private,5,11233,Turkey Production,26,464,0,0,0,"17,053,105.00",706
California - Statewide,California,2014,Annual,Private,6,112330,Turkey Production,26,464,0,0,0,"17,053,105.00",706
California - Statewide,California,2014,Annual,Private,5,11239,Other Poultry Production,18,265,0,0,0,"8,006,109.00",582
California - Statewide,California,2014,Annual,Private,4,1111,Oilseed and Grain Farming,719,"3,328",0,0,0,"121,349,832.00",701
California - Statewide,California,2014,Annual,Private,6,111130,Dry Pea and Bean Farming,18,344,0,0,0,"12,173,150.00",680
California - Statewide,California,2014,Annual,Private,5,11114,Wheat Farming,62,399,0,0,0,"16,790,479.00",809
California - Statewide,California,2014,Annual,Private,6,111150,Corn Farming,71,331,0,0,0,"12,304,487.00",716
California - Statewide,California,2014,Annual,Private,6,111160,Rice Farming,498,"1,476",0,0,0,"55,805,791.00",727
California - Statewide,California,2014,Annual,Private,6,111191,Oilseed and Grain Combination Farming,26,581,0,0,0,"17,160,898.00",568
California - Statewide,California,2014,Annual,Private,5,11131,Orange Groves,230,"2,676",0,0,0,"79,397,424.00",571
California - Statewide,California,2014,Annual,Private,6,111332,Grape Vineyards,"1,726","25,049",0,0,0,"739,390,916.00",568
California - Statewide,California,2014,Annual,Private,6,111335,Tree Nut Farming,"1,755","15,310",0,0,0,"511,121,091.00",642
California - Statewide,California,2014,Annual,Private,6,111336,Fruit and Tree Nut Combination Farming,288,"4,118",0,0,0,"119,451,033.00",558
California - Statewide,California,2014,Annual,Private,6,111339,Other Noncitrus Fruit Farming,"1,054","12,468",0,0,0,"332,672,312.00",513
California - Statewide,California,2014,Annual,Private,6,111411,Mushroom Production,34,"2,308",0,0,0,"89,385,221.00",745
California - Statewide,California,2014,Annual,Private,6,111421,Nursery and Tree Production,483,"15,161",0,0,0,"479,581,732.00",608
California - Statewide,California,2014,Annual,Private,6,111998,All Other Miscellaneous Crop Farming,594,"6,202",0,0,0,"210,175,024.00",652
California - Statewide,California,2014,Annual,Private,5,11211,"Beef Cattle Ranching, Farming, Feedlots",700,"4,907",0,0,0,"172,259,545.00",675
California - Statewide,California,2014,Annual,Private,6,112112,Cattle Feedlots,45,795,0,0,0,"31,751,325.00",768
California - Statewide,California,2014,Annual,Private,5,11212,Dairy Cattle and Milk Production,"1,202","17,621",0,0,0,"590,250,825.00",644
California - Statewide,California,2014,Annual,Private,6,112210,Hog and Pig Farming,12,112,0,0,0,"3,631,055.00",626
California - Statewide,California,2014,Annual,Private,6,112310,Chicken Egg Production,74,"1,374",0,0,0,"44,497,560.00",623
California - Statewide,California,2014,Annual,Private,5,11232,Broiler and Meat Type Chicken Production,22,72,0,0,0,"1,949,268.00",521
California - Statewide,California,2014,Annual,Private,6,112340,Poultry Hatcheries,23,195,0,0,0,"5,768,283.00",570
California - Statewide,California,2014,Annual,Private,4,1124,Sheep and Goat Farming,91,465,0,0,0,"13,672,291.00",565
California - Statewide,California,2014,Annual,Private,5,11241,Sheep Farming,59,280,0,0,0,"6,759,579.00",464
California - Statewide,California,2014,Annual,Private,4,1152,Support Activities for Animal Production,662,"2,711",0,0,0,"87,143,613.00",618
California - Statewide,California,2014,Annual,Private,3,111,Crop Production,"9,689","175,127",0,0,0,"5,483,876,717.00",602
California - Statewide,California,2014,Annual,Private,5,11113,Dry Pea and Bean Farming,18,344,0,0,0,"12,173,150.00",680
California - Statewide,California,2013,1st Qtr,Private,5,11299,All Other Animal Production,94,809,794,808,827,"6,847,327.00",651
California - Statewide,California,2013,1st Qtr,Private,3,113,Forestry and Logging,289,"1,996","1,998","2,023","1,968","15,900,407.00",613
California - Statewide,California,2013,1st Qtr,Private,4,1132,Forest Nursery/Gathering Forest Products,45,734,719,747,737,"3,156,949.00",331
California - Statewide,California,2013,1st Qtr,Private,4,1151,Support Activities for Crop Production,"2,983","158,631","158,760","159,803","157,331","896,132,384.00",435
California - Statewide,California,2013,1st Qtr,Private,6,112930,Fur-Bearing Animal and Rabbit Production,4,18,18,18,18,"142,931.00",611
California - Statewide,California,2013,1st Qtr,Private,4,1131,Timber Tract Operations,15,16,16,16,18,"93,288.00",431
California - Statewide,California,2013,1st Qtr,Private,5,11311,Timber Tract Operations,15,16,16,16,18,"93,288.00",431
California - Statewide,California,2013,1st Qtr,Private,6,113110,Timber Tract Operations,15,16,16,16,18,"93,288.00",431
California - Statewide,California,2013,1st Qtr,Private,6,113310,Logging,229,"1,245","1,263","1,260","1,213","12,650,170.00",781
California - Statewide,California,2013,1st Qtr,Private,5,11411,Fishing,180,432,416,445,437,"10,750,942.00","1,911.00"
California - Statewide,California,2013,1st Qtr,Private,6,114111,Finfish Fishing,123,274,263,287,274,"6,416,912.00","1,797.00"
California - Statewide,California,2013,1st Qtr,Private,6,115112,"Soil Preparation, Planting, Cultivating",621,"7,717","7,202","7,707","8,243","63,646,810.00",634
California - Statewide,California,2013,1st Qtr,Private,5,11531,Support Activities for Forestry,134,"1,427","1,436","1,433","1,414","16,346,239.00",881
California - Statewide,California,2013,1st Qtr,Private,6,115116,Farm Management Services,382,"10,496","10,475","10,521","10,492","79,602,003.00",583
California - Statewide,California,2013,1st Qtr,Private,4,1152,Support Activities for Animal Production,622,"2,764","2,724","2,783","2,787","20,077,680.00",559
California - Statewide,California,2013,1st Qtr,Private,3,114,"Fishing, Hunting and Trapping",198,483,461,501,487,"11,578,112.00","1,844.00"
California - Statewide,California,2013,1st Qtr,Private,6,114210,Hunting and Trapping,18,50,45,56,50,"827,170.00","1,264.00"
California - Statewide,California,2013,1st Qtr,Private,5,11511,Support Activities for Crop Production,"2,983","158,631","158,760","159,803","157,331","896,132,384.00",435
California - Statewide,California,2013,1st Qtr,Private,6,115111,Cotton Ginning,26,356,469,324,276,"3,929,699.00",848
California - Statewide,California,2013,1st Qtr,Private,6,115113,"Crop Harvesting, Primarily by Machine",299,"4,585","4,541","4,475","4,741","33,407,920.00",560
California - Statewide,California,2013,1st Qtr,Private,6,112990,All Other Animal Production,94,809,794,808,827,"6,847,327.00",651
California - Statewide,California,2013,1st Qtr,Private,5,11321,Forest Nursery/Gathering Forest Products,45,734,719,747,737,"3,156,949.00",331
California - Statewide,California,2013,1st Qtr,Private,5,11331,Logging,229,"1,245","1,263","1,260","1,213","12,650,170.00",781
California - Statewide,California,2013,1st Qtr,Private,4,1141,Fishing,180,432,416,445,437,"10,750,942.00","1,911.00"
California - Statewide,California,2013,1st Qtr,Private,6,114112,Shellfish Fishing,57,158,153,158,163,"4,334,030.00","2,110.00"
California - Statewide,California,2013,1st Qtr,Private,4,1142,Hunting and Trapping,18,50,45,56,50,"827,170.00","1,264.00"
California - Statewide,California,2013,1st Qtr,Private,5,11421,Hunting and Trapping,18,50,45,56,50,"827,170.00","1,264.00"
California - Statewide,California,2013,1st Qtr,Private,3,115,Agriculture & Forestry Support Activity,"3,739","162,823","162,920","164,019","161,532","932,556,303.00",441
California - Statewide,California,2013,1st Qtr,Private,6,115114,Postharvest Crop Activities,538,"27,379","26,971","27,263","27,903","234,217,807.00",658
California - Statewide,California,2013,1st Qtr,Private,6,115115,Farm Labor Contractors and Crew Leaders,"1,117","108,097","109,102","109,513","105,676","481,328,145.00",343
California - Statewide,California,2013,1st Qtr,Private,5,11521,Support Activities for Animal Production,622,"2,764","2,724","2,783","2,787","20,077,680.00",559
California - Statewide,California,2013,1st Qtr,Private,6,115210,Support Activities for Animal Production,622,"2,764","2,724","2,783","2,787","20,077,680.00",559
California - Statewide,California,2013,1st Qtr,Private,4,1153,Support Activities for Forestry,134,"1,427","1,436","1,433","1,414","16,346,239.00",881
California - Statewide,California,2013,1st Qtr,Private,6,115310,Support Activities for Forestry,134,"1,427","1,436","1,433","1,414","16,346,239.00",881
California - Statewide,California,2013,1st Qtr,Local Government,2,11,"Agriculture, Forestry, Fishing & Hunting",9,70,73,69,68,"734,077.00",807
California - Statewide,California,2013,1st Qtr,Local Government,5,11511,Support Activities for Crop Production,4,38,38,38,39,"361,533.00",725
California - Statewide,California,2013,1st Qtr,Private,3,111,Crop Production,"9,658","145,642","140,673","145,251","151,003","992,111,413.00",524
California - Statewide,California,2013,1st Qtr,Private,5,11113,Dry Pea and Bean Farming,19,202,183,203,221,"1,876,480.00",713
California - Statewide,California,2013,1st Qtr,Private,4,1112,Vegetable and Melon Farming,889,"26,024","24,546","25,987","27,539","205,319,558.00",607
California - Statewide,California,2013,1st Qtr,Private,6,111219,Other Vegetable and Melon Farming,836,"25,086","23,686","25,019","26,553","199,706,462.00",612
California - Statewide,California,2013,1st Qtr,Private,6,111310,Orange Groves,227,"2,472","2,470","2,628","2,318","17,931,895.00",558
California - Statewide,California,2013,1st Qtr,Private,5,11132,Citrus (except Orange) Groves,220,"2,908","2,964","3,083","2,678","22,250,744.00",589
California - Statewide,California,2013,1st Qtr,Private,5,11133,Noncitrus Fruit and Tree Nut Farming,"5,277","74,978","71,801","75,266","77,868","452,684,678.00",464
California - Statewide,California,2013,1st Qtr,Private,6,111331,Apple Orchards,96,479,528,446,463,"2,883,395.00",463
California - Statewide,California,2013,1st Qtr,Private,6,111334,Berry (except Strawberry) Farming,113,"5,841","4,778","5,937","6,810","31,527,154.00",415
California - Statewide,California,2013,1st Qtr,Private,5,11141,Food Crops Grown Under Cover,131,"4,099","3,989","4,033","4,277","33,524,545.00",629
California - Statewide,California,2013,1st Qtr,Private,6,111422,Floriculture Production,389,"7,989","7,759","8,017","8,193","58,129,661.00",560
California - Statewide,California,2013,1st Qtr,Private,5,11194,Hay Farming,357,"2,609","2,506","2,616","2,706","18,809,202.00",554
California - Statewide,California,2013,1st Qtr,Private,6,112111,Beef Cattle Ranching and Farming,651,"4,111","4,070","4,118","4,145","31,388,588.00",587
California - Statewide,California,2013,1st Qtr,Private,4,1123,Poultry and Egg Production,161,"2,308","2,319","2,310","2,295","16,716,842.00",557
California - Statewide,California,2013,1st Qtr,Private,5,11231,Chicken Egg Production,65,"1,372","1,366","1,399","1,351","9,974,470.00",559
California - Statewide,California,2013,1st Qtr,Private,5,11234,Poultry Hatcheries,26,197,195,199,199,"1,544,513.00",601
California - Statewide,California,2013,1st Qtr,Private,6,112390,Other Poultry Production,20,272,275,273,269,"1,835,462.00",518
California - Statewide,California,2013,1st Qtr,Private,5,11242,Goat Farming,26,173,170,175,175,"1,615,936.00",717
California - Statewide,California,2013,1st Qtr,Private,6,112511,Finfish Farming and Fish Hatcheries,40,208,205,209,210,"1,619,225.00",599
California - Statewide,California,2013,1st Qtr,Private,6,112512,Shellfish Farming,14,102,101,104,103,"747,153.00",560
California - Statewide,California,2013,1st Qtr,Private,4,1129,Other Animal Production,340,"2,113","2,006","2,101","2,232","16,757,498.00",610
California - Statewide,California,2013,1st Qtr,Private,5,11293,Fur-Bearing Animal and Rabbit Production,4,18,18,18,18,"142,931.00",611
