Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield (Unit/Acre), Production, Price (Dollars/Unit), Unit, Value (Dollars)
2020,212999,PEACHES UNSPECIFIED ,17,El Dorado ,110,3.05,336,4488.1,Tons ,1508000
2020,212999,PEACHES UNSPECIFIED ,61,Placer ,94,1.86,175,2000,Tons ,350000
2020,212999,PEACHES UNSPECIFIED ,65,Riverside ,56,2.29,128,6765.63,Tons ,866000
2020,212999,PEACHES UNSPECIFIED ,93,Siskiyou ,5,  ,  ,  ,  ,84000
2020,212999,PEACHES UNSPECIFIED ,999, State Totals,1828,13.28,24206,656.12,Tons ,15966000
2020,214899,PEARS ASIAN ,17,El Dorado ,40,6.4,256,4148.44,Tons ,1062000
2020,214899,PEARS ASIAN ,999, State Totals,40,6.4,256,4148.44,Tons ,1062000
2020,214199,PEARS BARTLETT ,17,El Dorado ,65,4,260,3984.62,Tons ,1036000
2020,214199,PEARS BARTLETT ,33,Lake ,1380,15.58,21500,722.56,Tons ,15535000
2020,214199,PEARS BARTLETT ,45,Mendocino ,974,15.5,15100,521.26,Tons ,7871000
2020,214199,PEARS BARTLETT ,999, State Totals,2419,15.24,36860,663.1,Tons ,24442000
2020,214999,PEARS UNSPECIFIED ,19,Fresno ,751,16.78,12600,3203.02,Tons ,40358000
2020,214999,PEARS UNSPECIFIED ,33,Lake ,81,14.32,1160,940.52,Tons ,1091000
2020,214999,PEARS UNSPECIFIED ,45,Mendocino ,108,15,1620,936.42,Tons ,1517000
2020,214999,PEARS UNSPECIFIED ,61,Placer ,15,10.6,159,500,Tons ,79500
2020,214999,PEARS UNSPECIFIED ,67,Sacramento ,4910,10.59,52000,501.25,Tons ,26065000
2020,214999,PEARS UNSPECIFIED ,77,San Joaquin ,60,11.67,700,594.29,Tons ,416000
2020,214999,PEARS UNSPECIFIED ,107,Tulare ,194,25,4850,1060,Tons ,5141000
2020,214999,PEARS UNSPECIFIED ,999, State Totals,6119,11.94,73089,1021.6,Tons ,74667500
2020,361999,PEAS GREEN UNSPECIFIED ,53,Monterey ,4380,  ,  ,  ,,47470000
2020,361999,PEAS GREEN UNSPECIFIED ,79,San Luis Obispo ,104,1.81,188,2601.06,Tons ,489000
2020,361999,PEAS GREEN UNSPECIFIED ,81,San Mateo ,124,0.75,93,5774.19,Tons ,537000
2020,361999,PEAS GREEN UNSPECIFIED ,991,Sum of Others ,245,  ,  ,  ,,2998880
2020,361999,PEAS GREEN UNSPECIFIED ,999, State Totals,4853,1.23,281,3651.25,Tons ,51494880
2020,264999,PECANS ,21,Glenn ,589,1.25,736,3347.83,Tons ,2464000
2020,264999,PECANS ,107,Tulare ,944,0.87,821,2879.42,Tons ,2364000
2020,264999,PECANS ,999, State Totals,1533,1.02,1557,3100.83,Tons ,4828000
2020,363999,PEPPERS BELL ,19,Fresno ,1300,18.85,24500,765.02,Tons ,18743000
2020,363999,PEPPERS BELL ,29,Kern ,1310,23.97,31400,1894.62,Tons ,59491000
2020,363999,PEPPERS BELL ,53,Monterey ,518,17.39,9010,394.01,Tons ,3550000
2020,363999,PEPPERS BELL ,65,Riverside ,3870,20.23,78300,900.55,Tons ,70513000
2020,363999,PEPPERS BELL ,71,San Bernardino ,10,15.6,156,1724.36,Tons ,269000
2020,363999,PEPPERS BELL ,77,San Joaquin ,520,18.65,9700,512.68,Tons ,4973000
2020,363999,PEPPERS BELL ,85,Santa Clara ,1260,36.03,45400,392.97,Tons ,17841000
2020,363999,PEPPERS BELL ,111,Ventura ,1850,54,99900,412.06,Tons ,41165000
2020,363999,PEPPERS BELL ,999, State Totals,10638,28.05,298366,725.77,Tons ,216545000
2020,364999,PEPPERS CHILI HOT ,65,Riverside ,94,18.72,1760,881.25,Tons ,1551000
2020,364999,PEPPERS CHILI HOT ,85,Santa Clara ,408,29.9,12200,619.02,Tons ,7552000
2020,364999,PEPPERS CHILI HOT ,999, State Totals,502,27.81,13960,652.08,Tons ,9103000
2020,218299,PERSIMMONS ,19,Fresno ,1050,9.71,10200,1570.98,Tons ,16024000
2020,218299,PERSIMMONS ,73,San Diego ,133,4.92,655,2018.32,Tons ,1322000
2020,218299,PERSIMMONS ,85,Santa Clara ,43,3.09,133,1699.25,Tons ,226000
2020,218299,PERSIMMONS ,107,Tulare ,1000,4.4,4400,1190,Tons ,5236000
2020,218299,PERSIMMONS ,999, State Totals,2226,6.91,15388,1482.19,Tons ,22808000
2020,268079,PISTACHIOS ,7,Butte ,766,1.34,1030,4216.5,Tons ,4343000
2020,268079,PISTACHIOS ,19,Fresno ,123000,1.43,176000,4027,Tons ,708752000
2020,268079,PISTACHIOS ,21,Glenn ,2050,0.84,1720,4154.65,Tons ,7146000
2020,268079,PISTACHIOS ,29,Kern ,142000,1.44,205000,4607.52,Tons ,944542000
2020,268079,PISTACHIOS ,31,Kings ,32900,1.64,54000,3971.24,Tons ,214447000
2020,268079,PISTACHIOS ,39,Madera ,47600,1.43,68100,4191.03,Tons ,285409000
2020,268079,PISTACHIOS ,47,Merced ,6500,0.93,6040,4323.84,Tons ,26116000
2020,268079,PISTACHIOS ,71,San Bernardino ,338,0.14,49,7224.49,Tons ,354000
2020,268079,PISTACHIOS ,77,San Joaquin ,598,1.04,620,4200,Tons ,2604000
2020,268079,PISTACHIOS ,107,Tulare ,78200,1.26,98500,4510,Tons ,444235000
2020,268079,PISTACHIOS ,113,Yolo ,3000,0.63,1900,4510,Tons ,8569000
2020,268079,PISTACHIOS ,999, State Totals,436952,1.4,612959,4317.61,Tons ,2646517000
2020,215399,PLUMCOTS & OTHER HYBRID STONE FRUIT,19,Fresno ,1260,8.17,10300,1622.04,Tons ,16707000
2020,215399,PLUMCOTS & OTHER HYBRID STONE FRUIT,999, State Totals,1260,8.17,10300,1622.04,Tons ,16707000
2020,215199,PLUMS ,13,Contra Costa ,46,5.07,233,2751.07,Tons ,641000
2020,215199,PLUMS ,17,El Dorado ,52,1.1,57,3894.74,Tons ,222000
2020,215199,PLUMS ,19,Fresno ,10200,8.21,83700,1890,Tons ,158193000
2020,215199,PLUMS ,31,Kings ,1570,9.49,14900,1487.11,Tons ,22158000
2020,215199,PLUMS ,61,Placer ,15,1.93,29,1720.69,Tons ,49900
2020,215199,PLUMS ,107,Tulare ,8140,7.47,60800,1230,Tons ,74784000
2020,215199,PLUMS ,999, State Totals,20023,7.98,159719,1603.11,Tons ,256047900
2020,215999,PLUMS DRIED ,7,Butte ,7360,2.3,16900,1703.55,Tons ,28790000
2020,215999,PLUMS DRIED ,11,Colusa ,580,2.07,1200,1769.17,Tons ,2123000
2020,215999,PLUMS DRIED ,19,Fresno ,1350,1.36,1830,1797.81,Tons ,3290000
2020,215999,PLUMS DRIED ,21,Glenn ,3610,2.01,7260,1775.48,Tons ,12890000
2020,215999,PLUMS DRIED ,39,Madera ,900,3.38,3040,1923.36,Tons ,5847000
2020,215999,PLUMS DRIED ,47,Merced ,1360,2.29,3110,1836.01,Tons ,5710000
2020,215999,PLUMS DRIED ,95,Solano ,1690,2.15,3640,1369.78,Tons ,4986000
2020,215999,PLUMS DRIED ,101,Sutter ,12000,1.16,13900,1705.68,Tons ,23709000
2020,215999,PLUMS DRIED ,103,Tehama ,5060,1.64,8290,1693.97,Tons ,14043000
2020,215999,PLUMS DRIED ,107,Tulare ,2710,2.84,7700,1780,Tons ,13706000
2020,215999,PLUMS DRIED ,113,Yolo ,1600,2.13,3400,1750,Tons ,5950000
2020,215999,PLUMS DRIED ,115,Yuba ,7110,1.7,12100,1867.52,Tons ,22597000
2020,215999,PLUMS DRIED ,999, State Totals,45330,1.82,82370,1743.85,Tons ,143641000
2020,218399,POMEGRANATES ,19,Fresno ,4420,12.15,53700,885.01,Tons ,47525000
2020,218399,POMEGRANATES ,65,Riverside ,4,7.5,30,1000,Tons ,30000
2020,218399,POMEGRANATES ,107,Tulare ,2550,8.35,21300,1280,Tons ,27264000
2020,218399,POMEGRANATES ,999, State Totals,6974,10.76,75030,997.19,Tons ,74819000
2020,391999,POTATOES ALL ,29,Kern ,13200,23.48,310000,364.92,Tons ,113125000
2020,391999,POTATOES ALL ,49,Modoc ,3500,23.74,83100,172.9,Tons ,14368000
2020,391999,POTATOES ALL ,65,Riverside ,916,17.03,15600,263.27,Tons ,4107000
2020,391999,POTATOES ALL ,77,San Joaquin ,5390,24.86,134000,598.54,Tons ,80205000
2020,391999,POTATOES ALL ,93,Siskiyou ,3520,22.87,80500,178.7,Tons ,14385000
2020,391999,POTATOES ALL ,999, State Totals,26526,23.49,623200,362.95,Tons ,226190000
2020,832919,POTATOES SEED ,93,Siskiyou ,90,16.22,1460,260.27,Tons ,380000
2020,832919,POTATOES SEED ,999, State Totals,90,16.22,1460,260.27,Tons ,380000
2020,392999,POTATOES SWEET ,47,Merced ,16900,15.56,263000,1026.22,Tons ,269895000
2020,392999,POTATOES SWEET ,99,Stanislaus ,1960,18.21,35700,540,Tons ,19278000
2020,392999,POTATOES SWEET ,999, State Totals,18860,15.84,298700,968.11,Tons ,289173000
2020,699999,POULTRY UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,2704000
2020,699999,POULTRY UNSPECIFIED ,31,Kings ,  ,  ,  ,  ,  ,59772000
2020,699999,POULTRY UNSPECIFIED ,39,Madera ,  ,  ,  ,  ,  ,21373000
2020,699999,POULTRY UNSPECIFIED ,41,Marin ,  ,  ,  ,  ,  ,21265000
2020,699999,POULTRY UNSPECIFIED ,63,Plumas ,  ,  ,  ,  ,  ,69000
2020,699999,POULTRY UNSPECIFIED ,65,Riverside ,  ,  ,  ,  ,  ,1200000
2020,699999,POULTRY UNSPECIFIED ,67,Sacramento ,  ,  ,  ,  ,  ,38074000
2020,699999,POULTRY UNSPECIFIED ,71,San Bernardino ,  ,  ,  ,  ,,16600
2020,699999,POULTRY UNSPECIFIED ,107,Tulare ,  ,  ,  ,  ,  ,58291000
2020,699999,POULTRY UNSPECIFIED ,111,Ventura ,  ,  ,  ,  ,  ,1133000
2020,699999,POULTRY UNSPECIFIED ,999, State Totals,,  ,,  ,    ,203897600
2020,366999,PUMPKINS ,71,San Bernardino ,127,12.36,1570,431.21,Tons ,677000
2020,366999,PUMPKINS ,77,San Joaquin ,2310,32.51,75100,424.61,Tons ,31888000
2020,366999,PUMPKINS ,81,San Mateo ,160,6.81,1090,1135.78,Tons ,1238000
2020,366999,PUMPKINS ,99,Stanislaus ,678,31.12,21100,380,Tons ,8018000
2020,366999,PUMPKINS ,111,Ventura ,323,14.83,4790,475.99,Tons ,2280000
2020,366999,PUMPKINS ,999, State Totals,3598,28.81,103650,425.48,Tons ,44101000
2020,218499,QUINCE ,107,Tulare ,99,2.2,218,1178.9,Tons ,257000
2020,218499,QUINCE ,999, State Totals,99,2.2,218,1178.9,Tons ,257000
2020,367999,RADISHES ,53,Monterey ,195,10.36,2020,1050,Tons ,2121000
2020,367999,RADISHES ,65,Riverside ,161,28.76,4630,358.96,Tons ,1662000
2020,367999,RADISHES ,71,San Bernardino ,50,12.46,623,651.69,Tons ,406000
2020,367999,RADISHES ,111,Ventura ,857,15.05,12900,713.18,Tons ,9200000
2020,367999,RADISHES ,999, State Totals,1263,15.97,20173,663.71,Tons ,13389000
2020,106199,RICE MILLING ,7,Butte ,96900,4.4,426000,420.42,Tons ,179099000
2020,106199,RICE MILLING ,11,Colusa ,126000,5.26,663000,431.78,Tons ,286270000
2020,106199,RICE MILLING ,21,Glenn ,72500,4.86,352000,383.14,Tons ,134866000
2020,106199,RICE MILLING ,61,Placer ,13100,4.59,60100,390.18,Tons ,23450000
2020,106199,RICE MILLING ,67,Sacramento ,8600,4.4,37800,394.07,Tons ,14896000
2020,106199,RICE MILLING ,77,San Joaquin ,4990,4.39,21900,400.41,Tons ,8769000
2020,106199,RICE MILLING ,101,Sutter ,109000,4.19,457000,413.32,Tons ,188889000
2020,106199,RICE MILLING ,113,Yolo ,37700,4.16,157000,431,Tons ,67667000
2020,106199,RICE MILLING ,115,Yuba ,38200,4.29,164000,461.14,Tons ,75627000
2020,106199,RICE MILLING ,999, State Totals,506990,4.61,2338800,418.82,Tons ,979533000
2020,171069,RICE SEED ,7,Butte ,5800,5.33,30900,419.42,Tons ,12960000
2020,171069,RICE SEED ,11,Colusa ,9720,4.39,42700,399.93,Tons ,17077000
2020,171069,RICE SEED ,21,Glenn ,2440,4.88,11900,458.57,Tons ,5457000
2020,171069,RICE SEED ,101,Sutter ,5260,2.95,15500,400.06,Tons ,6201000
2020,171069,RICE SEED ,999, State Totals,23220,4.35,101000,412.82,Tons ,41695000
2020,198199,RICE WILD ,49,Modoc ,3260,0.8,2600,999.23,Tons ,2598000
2020,198199,RICE WILD ,89,Shasta ,5500,0.68,3740,1020.05,Tons ,3815000
2020,198199,RICE WILD ,999, State Totals,8760,0.72,6340,1011.51,Tons ,6413000
2020,104999,RYE GRAIN ,991,Sum of Others ,1640,  ,  ,  ,,517600
2020,104999,RYE GRAIN ,999, State Totals,1640,  ,,  ,    ,517600
2020,171049,RYE SEED ,93,Siskiyou ,150,1.5,225,270.22,Tons ,60800
2020,171049,RYE SEED ,999, State Totals,150,1.5,225,270.22,Tons ,60800
2020,174412,RYEGRASS PERENNIAL ALL ,65,Riverside ,1440,  ,  ,  ,  ,1671000
2020,174412,RYEGRASS PERENNIAL ALL ,67,Sacramento ,4690,2.1,9850,116.35,Tons ,1146000
2020,174412,RYEGRASS PERENNIAL ALL ,999, State Totals,6130,2.1,9850,116.35,Tons ,2817000
2020,158269,SAFFLOWER ,11,Colusa ,523,0.6,314,414.01,Tons ,130000
2020,158269,SAFFLOWER ,67,Sacramento ,2740,1,2740,458.76,Tons ,1257000
2020,158269,SAFFLOWER ,77,San Joaquin ,2260,1.46,3310,469.79,Tons ,1555000
2020,158269,SAFFLOWER ,95,Solano ,2840,1.16,3300,449.09,Tons ,1482000
2020,158269,SAFFLOWER ,101,Sutter ,1850,1,1850,438.92,Tons ,812000
2020,158269,SAFFLOWER ,113,Yolo ,5800,1.03,6000,453,Tons ,2718000
2020,158269,SAFFLOWER ,999, State Totals,16013,1.09,17514,454.15,Tons ,7954000
2020,171582,SAFFLOWER SEED PLANTING ,991,Sum of Others ,448,  ,  ,  ,,193000
2020,171582,SAFFLOWER SEED PLANTING ,999, State Totals,448,  ,,  ,    ,193000
2020,394199,SALAD GREENS MISC,53,Monterey ,1660,8.98,14900,1010,Tons ,15049000
2020,394199,SALAD GREENS MISC,69,San Benito ,6780,  ,  ,  ,  ,36755000
2020,394199,SALAD GREENS MISC,85,Santa Clara ,659,6.21,4090,1015.89,Tons ,4155000
2020,394199,SALAD GREENS MISC,111,Ventura ,778,9.96,7750,1346.97,Tons ,10439000
2020,394199,SALAD GREENS MISC,991,Sum of Others ,2479,  ,  ,  ,,33403567
2020,394199,SALAD GREENS MISC,999, State Totals,12356,8.63,26740,1108.56,Tons ,99801567
2020,172119,SEED ALFALFA ,1,Alameda ,  ,  ,  ,  ,  , 
2020,172119,SEED ALFALFA ,19,Fresno ,2010,0.16,323,7229.1,Tons ,2335000
2020,172119,SEED ALFALFA ,25,Imperial ,21000,0.38,7900,5008.48,Tons ,39567000
2020,172119,SEED ALFALFA ,49,Modoc ,40,  ,  ,  ,,46000
2020,172119,SEED ALFALFA ,999, State Totals,23050,0.36,8223,5095.71,Tons ,41948000
2020,173079,SEED BERMUDA GRASS ,25,Imperial ,10700,0.41,4430,5593.45,Tons ,24779000
2020,173079,SEED BERMUDA GRASS ,999, State Totals,10700,0.41,4430,5593.45,Tons ,24779000
2020,173999,SEED GRASS UNSPECIFIED ,113,Yolo ,900,  ,  ,  ,  ,8430000
2020,173999,SEED GRASS UNSPECIFIED ,999, State Totals,900,  ,,  ,    ,8430000
2020,178999,SEED OTHER (NO FLOWERS) ,77,San Joaquin ,1850,  ,  ,  ,  ,4090000
2020,178999,SEED OTHER (NO FLOWERS) ,113,Yolo ,4500,  ,  ,  ,  ,6394000
2020,178999,SEED OTHER (NO FLOWERS) ,991,Sum of Others ,412,  ,  ,  ,,76400
2020,178999,SEED OTHER (NO FLOWERS) ,999, State Totals,6762,  ,,  ,    ,10560400
2020,171959,SEED VEGETABLE & VINECROP ,11,Colusa ,2440,  ,  ,  ,  ,22819000
2020,171959,SEED VEGETABLE & VINECROP ,19,Fresno ,1560,  ,  ,  ,  ,4417000
2020,171959,SEED VEGETABLE & VINECROP ,21,Glenn ,701,,,,,21357000
2020,171959,SEED VEGETABLE & VINECROP ,25,Imperial ,16300,,,,,22984000
2020,171959,SEED VEGETABLE & VINECROP ,29,Kern ,290,,,,,3427000
2020,171959,SEED VEGETABLE & VINECROP ,85,Santa Clara ,572,,,,,2613000
2020,171959,SEED VEGETABLE & VINECROP ,101,Sutter ,1660,,,,,4522000
2020,171959,SEED VEGETABLE & VINECROP ,113,Yolo ,750,,,,,2884000
2020,171959,SEED VEGETABLE & VINECROP ,999, State Totals,24273,,,,,85023000
2020,411999,SHEEP ,19,Fresno ,  ,  ,  ,  ,  ,1330000
2020,411999,SHEEP ,999, State Totals,,  ,,  ,    ,1330000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,5,Amador ,  ,  ,  ,  ,  ,369000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,7,Butte ,  ,  ,  ,  ,  ,340000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,9,Calaveras ,  ,  ,  ,  ,  ,34800
2020,419999,SHEEP & LAMBS UNSPECIFIED ,11,Colusa ,  ,  ,  ,  ,  ,720000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,21,Glenn ,  ,  ,  ,  ,  ,1050000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,27,Inyo ,  ,  ,  ,  ,  ,750000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,29,Kern ,  ,  ,  ,  ,  ,14000000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,41,Marin ,  ,  ,  ,  ,  ,2629000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,45,Mendocino ,  ,  ,  ,  ,  ,417000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,47,Merced ,  ,  ,,,,3794000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,49,Modoc ,  ,  ,,,,1326000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,51,Mono ,  ,  ,,,,2954000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,53,Monterey ,  ,  ,  ,  ,  ,224000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,55,Napa ,  ,  ,  ,  ,  ,389000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,57,Nevada ,  ,  ,  ,  ,  ,169000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,61,Placer ,  ,  ,  ,  ,  ,1351000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,63,Plumas ,  ,  ,  ,  ,  ,68400
2020,419999,SHEEP & LAMBS UNSPECIFIED ,65,Riverside ,  ,  ,  ,  ,  ,1402000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,73,San Diego ,  ,  ,  ,  ,  ,108000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,77,San Joaquin ,  ,  ,  ,  ,  ,2256000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,89,Shasta ,  ,  ,  ,  ,  ,356000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,91,Sierra ,  ,  ,  ,  ,  ,76500
2020,419999,SHEEP & LAMBS UNSPECIFIED ,93,Siskiyou ,  ,  ,  ,  ,  ,1021000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,95,Solano ,  ,  ,  ,  ,  ,3880000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,97,Sonoma ,  ,  ,  ,  ,  ,5306000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,99,Stanislaus ,  ,  ,  ,  ,  ,645000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,109,Tuolumne ,  ,  ,  ,  ,  ,225000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,113,Yolo ,,,,,,1538000
2020,419999,SHEEP & LAMBS UNSPECIFIED ,991,Sum of Others ,,,,,,10900
2020,419999,SHEEP & LAMBS UNSPECIFIED ,999, State Totals,,,,,,47409600
2020,412999,SHEEP LAMBS ,107,Tulare ,,,,,,2786000
2020,412999,SHEEP LAMBS ,999, State Totals,,,,,,2786000
2020,414499,SHEEP LAMBS FEEDLOT FAT ,19,Fresno ,,,,,,17290000
2020,414499,SHEEP LAMBS FEEDLOT FAT ,999, State Totals,,,,,,17290000
2020,195199,SILAGE ,19,Fresno ,10700,17.48,187000,39,Tons ,7293000
2020,195199,SILAGE ,21,Glenn ,6160,10,61600,35.02,Tons ,2157000
2020,195199,SILAGE ,31,Kings ,56500,17.45,986000,38.62,Tons ,38080000
2020,195199,SILAGE ,39,Madera ,23200,15.99,371000,42.7,Tons ,15842000
2020,195199,SILAGE ,41,Marin ,1650,11.7,19300,55.6,Tons ,1073000
2020,195199,SILAGE ,47,Merced ,68200,15.95,1088000,29.65,Tons ,32264000
2020,195199,SILAGE ,65,Riverside ,5670,8.71,49400,187.98,Tons ,9286000
2020,195199,SILAGE ,67,Sacramento ,2850,12,34200,20,Tons ,684000
2020,195199,SILAGE ,77,San Joaquin ,84000,10.5,882000,44.65,Tons ,39380000
2020,195199,SILAGE ,97,Sonoma ,4750,13.73,65200,34,Tons ,2217000
2020,195199,SILAGE ,99,Stanislaus ,52500,  ,  ,  ,  ,23865000
2020,195199,SILAGE ,107,Tulare ,188000,16.54,3110000,45.9,Tons ,142762000
2020,195199,SILAGE ,999, State Totals,504180,15.17,6853700,42.46,Tons ,314903000
2020,114991,SORGHUM GRAIN ,67,Sacramento ,1300,2.21,2870,186.76,Tons ,536000
2020,114991,SORGHUM GRAIN ,77,San Joaquin ,900,2.11,1900,176.32,Tons ,335000
2020,114991,SORGHUM GRAIN ,999, State Totals,2200,2.17,4770,182.6,Tons ,871000
2020,114992,SORGHUM SILAGE ,31,Kings ,14800,19.39,287000,38.97,Tons ,11183000
2020,114992,SORGHUM SILAGE ,65,Riverside ,184,22.83,4200,75.48,Tons ,317000
2020,114992,SORGHUM SILAGE ,71,San Bernardino ,511,18,9200,61.85,Tons ,569000
2020,114992,SORGHUM SILAGE ,999, State Totals,15495,19.39,300400,40.18,Tons ,12069000
2020,398599,SPICES AND HERBS ,65,Riverside ,1150,7.31,8410,558.98,Tons ,4701000
2020,398599,SPICES AND HERBS ,71,San Bernardino ,142,2.79,396,4194.44,Tons ,1661000
2020,398599,SPICES AND HERBS ,73,San Diego ,171,9.42,1610,6552.8,Tons ,10550000
2020,398599,SPICES AND HERBS ,991,Sum of Others ,2381,  ,  ,  ,,27392880
2020,398599,SPICES AND HERBS ,999, State Totals,3844,7.12,10416,1623.66,Tons ,44304880
2020,374189,SPINACH FOOD SERVICE ,53,Monterey ,14600,9.04,132000,900,Tons ,118800000
2020,374189,SPINACH FOOD SERVICE ,999, State Totals,14600,9.04,132000,900,Tons ,118800000
2020,374199,SPINACH FRESH MARKET ,53,Monterey ,1810,8.51,15400,1460,Tons ,22484000
2020,374199,SPINACH FRESH MARKET ,999, State Totals,1810,8.51,15400,1460,Tons ,22484000
2020,374999,SPINACH UNSPECIFIED ,25,Imperial ,7030,4.11,28900,1612.49,Tons ,46601000
2020,374999,SPINACH UNSPECIFIED ,65,Riverside ,1460,15.34,22400,681.03,Tons ,15255000
2020,374999,SPINACH UNSPECIFIED ,69,San Benito ,4950,  ,  ,  ,,34417000
2020,374999,SPINACH UNSPECIFIED ,83,Santa Barbara ,1380,4.97,6860,1148.4,Tons ,7878000
2020,374999,SPINACH UNSPECIFIED ,85,Santa Clara ,966,8.6,8310,1494.58,Tons ,12420000
2020,374999,SPINACH UNSPECIFIED ,111,Ventura ,1480,8.65,12800,1248.98,Tons ,15987000
2020,374999,SPINACH UNSPECIFIED ,999, State Totals,17266,6.44,79270,1238.06,Tons ,132558000
2020,375999,SQUASH ,19,Fresno ,1050,12.95,13600,885,Tons ,12036000
2020,375999,SQUASH ,53,Monterey ,133,10.38,1380,613.04,Tons ,846000
2020,375999,SQUASH ,65,Riverside ,332,8.31,2760,678.99,Tons ,1874000
2020,375999,SQUASH ,71,San Bernardino ,61,3.21,196,2158.16,Tons ,423000
2020,375999,SQUASH ,73,San Diego ,380,9.03,3430,1465.89,Tons ,5028000
2020,375999,SQUASH ,77,San Joaquin ,1400,9.21,12900,720.54,Tons ,9295000
2020,375999,SQUASH ,83,Santa Barbara ,1390,  ,  ,  ,  ,11841000
2020,375999,SQUASH ,85,Santa Clara ,242,14.21,3440,470.64,Tons ,1619000
2020,375999,SQUASH ,999, State Totals,4988,10.48,37706,825.36,Tons ,42962000
2020,195399,STRAW ,25,Imperial ,  ,  ,122000,35.22,Tons ,4297000
2020,195399,STRAW ,47,Merced ,  ,  ,2670,79.03,Tons ,211000
2020,195399,STRAW ,99,Stanislaus ,  ,  ,6100,48.03,Tons ,293000
2020,195399,STRAW ,999, State Totals,,  ,130770,36.71,Tons ,4801000
2020,132999,SUGAR BEETS ,25,Imperial ,24000,49.21,1181000,55.56,Tons ,65620000
2020,132999,SUGAR BEETS ,999, State Totals,24000,49.21,1181000,55.56,Tons ,65620000
2020,158316,SUNFLOWER SEED PLANTING ,11,Colusa ,6250,0.78,4890,2873.42,Tons ,14051000
2020,158316,SUNFLOWER SEED PLANTING ,21,Glenn ,4160,0.5,2070,2414.98,Tons ,4999000
2020,158316,SUNFLOWER SEED PLANTING ,95,Solano ,6610,0.8,5290,1981.47,Tons ,10482000
2020,158316,SUNFLOWER SEED PLANTING ,101,Sutter ,8240,0.63,5220,2558.62,Tons ,13356000
2020,158316,SUNFLOWER SEED PLANTING ,113,Yolo ,22100,  ,  ,  ,,33422000
2020,158316,SUNFLOWER SEED PLANTING ,999, State Totals,47360,0.69,17470,2454.95,Tons ,76310000
2020,376999,SWISS CHARD ,53,Monterey ,991,6.75,6690,1440.06,Tons ,9634000
2020,376999,SWISS CHARD ,999, State Totals,991,6.75,6690,1440.06,Tons ,9634000
2020,206999,TANGELOS ,25,Imperial ,842,4.25,3580,524.02,Tons ,1876000
2020,206999,TANGELOS ,65,Riverside ,140,8.21,1150,920.87,Tons ,1059000
2020,206999,TANGELOS ,71,San Bernardino ,5,22,110,2527.27,Tons ,278000
2020,206999,TANGELOS ,999, State Totals,987,4.9,4840,663.84,Tons ,3213000
2020,203999,TANGERINES & MANDARINS ,19,Fresno ,24100,14.56,351000,748,Tons ,262548000
2020,203999,TANGERINES & MANDARINS ,25,Imperial ,737,6.47,4770,663.52,Tons ,3165000
2020,203999,TANGERINES & MANDARINS ,29,Kern ,26800,13.96,374000,1793.69,Tons ,670841000
2020,203999,TANGERINES & MANDARINS ,61,Placer ,286,5.49,1570,2614.01,Tons ,4104000
2020,203999,TANGERINES & MANDARINS ,65,Riverside ,1620,8.89,14400,1481.6,Tons ,21335000
2020,203999,TANGERINES & MANDARINS ,73,San Diego ,764,12.2,9320,1120.71,Tons ,10445000
2020,203999,TANGERINES & MANDARINS ,107,Tulare ,30500,13.7,418000,962,Tons ,402116000
2020,203999,TANGERINES & MANDARINS ,111,Ventura ,1610,9.75,15700,1398.28,Tons ,21953000
2020,203999,TANGERINES & MANDARINS ,999, State Totals,86417,13.76,1188760,1174.76,Tons ,1396507000
2020,398399,TOMATOES CHERRY ,991,Sum of Others ,8,  ,  ,  ,  ,546000
2020,398399,TOMATOES CHERRY ,999, State Totals,8,  ,,  ,    ,546000
2020,378199,TOMATOES FRESH MARKET ,19,Fresno ,5020,13.43,67400,1232,Tons ,83037000
2020,378199,TOMATOES FRESH MARKET ,39,Madera ,500,21,10500,463.05,Tons ,4862000
